,title,title2,release_year,release_date,video_release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,imdb_id
1279,Wild America (1997),Wild America,1997,04-Jul-1997,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120512
1280,Gang Related (1997),Gang Related,1997,01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0118900
1281,Manny & Lo (1996),Manny & Lo,1996,26-Jul-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116985
1282,"Grass Harp, The (1995)",The Grass Harp,1995,11-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113211
1283,Out to Sea (1997),Out to Sea,1997,04-Jul-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119848
1284,Before and After (1996),Before and After,1996,23-Feb-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,tt0115645
1285,Princess Caraboo (1994),Princess Caraboo,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110892
1286,Shall We Dance? (1937),Shall We Dance?,1937,01-Jan-1937,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,tt0358135
1287,Ed (1996),Ed,1996,08-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116165
1288,Denise Calls Up (1995),Denise Calls Up,1995,29-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112844
1289,Jack and Sarah (1995),Jack and Sarah,1995,22-Mar-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0113448
1290,Country Life (1994),Country Life,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0109491
1291,Celtic Pride (1996),Celtic Pride,1996,19-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115851
1292,"Simple Wish, A (1997)",A Simple Wish,1997,11-Jul-1997,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0120133
1293,Star Kid (1997),Star Kid,1997,16-Jan-1998,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,tt0120478
1294,Ayn Rand: A Sense of Life (1997),Ayn Rand: A Sense of Life,1997,13-Feb-1998,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0118662
1295,Kicked in the Head (1997),Kicked in the Head,1997,01-Jan-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119457
1296,Indian Summer (1996),Indian Summer,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107212
1297,Love Affair (1994),Love Affair,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0110391
1298,"Band Wagon, The (1953)",The Band Wagon,1953,01-Jan-1953,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0045537
1299,Penny Serenade (1941),Penny Serenade,1941,01-Jan-1941,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0034012
1300,'Til There Was You (1997),'Til There Was You,1997,30-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0118523
1301,Stripes (1981),Stripes,1981,01-Jan-1981,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0083131
1302,Late Bloomers (1996),Late Bloomers,1996,06-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116834
1303,"Getaway, The (1994)",The Getaway,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0109890
1304,New York Cop (1996),New York Cop,1996,01-Jan-1996,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0117169
1305,National Lampoon's Senior Trip (1995),National Lampoon's Senior Trip,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113936
1306,Delta of Venus (1994),Delta of Venus,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109593
1307,Carmen Miranda: Bananas Is My Business (1994),Carmen Miranda: Bananas Is My Business,1994,01-Jan-1994,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0109381
1308,Babyfever (1994),Babyfever,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109191
1309,"Very Natural Thing, A (1974)",A Very Natural Thing,1974,01-Jan-1974,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0072362
1310,"Walk in the Sun, A (1945)",A Walk in the Sun,1945,01-Jan-1945,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0038235
1311,Waiting to Exhale (1995),Waiting to Exhale,1995,15-Jan-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114885
1312,"Pompatus of Love, The (1996)",The Pompatus of Love,1996,26-Jul-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt6154608
1313,Palmetto (1998),Palmetto,1998,20-Feb-1998,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,tt0120782
1314,Surviving the Game (1994),Surviving the Game,1994,01-Jan-1994,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0111323
1315,Inventing the Abbotts (1997),Inventing the Abbotts,1997,04-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0119381
1316,"Horse Whisperer, The (1998)",The Horse Whisperer,1998,25-Dec-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0472232
1317,"Journey of August King, The (1995)",The Journey of August King,1995,22-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113490
1318,Catwalk (1995),Catwalk,1995,07-Jun-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0112646
1319,"Neon Bible, The (1995)",The Neon Bible,1995,01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113952
1320,Homage (1995),Homage,1995,03-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113319
1321,Open Season (1996),Open Season,1996,10-May-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1432733
1322,Metisse (Café au Lait) (1993),Metisse,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0107642
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",The Wooden Man's Bride,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111752
1324,Loaded (1994),Loaded,1994,12-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0110374
1325,August (1996),August,1996,12-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115591
1326,Boys (1996),Boys,1996,10-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115742
1327,Captives (1994),Captives,1994,16-Sep-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109374
1328,Of Love and Shadows (1994),Of Love and Shadows,1994,10-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110712
1329,"Low Life, The (1994)",The Low Life,1994,10-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0125877
1330,An Unforgettable Summer (1994),An Unforgettable Summer,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111546
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","His Life and Music, The Last Klezmer: Leopold Kozlowski",1995,01-Jan-1995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0113610
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),My Life and Times With Antonin Artaud,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106810
1333,Midnight Dancers (Sibak) (1994),Midnight Dancers,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111180
1334,Somebody to Love (1994),Somebody to Love,1994,14-Jun-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111237
1335,American Buffalo (1996),American Buffalo,1996,13-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115530
1336,Kazaam (1996),Kazaam,1996,17-Jul-1996,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0116756
1337,Larger Than Life (1996),Larger Than Life,1996,01-Nov-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116823
1338,Two Deaths (1995),Two Deaths,1995,09-Aug-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0117999
1339,Stefano Quantestorie (1993),Stefano Quantestorie,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0108220
1340,"Crude Oasis, The (1995)",The Crude Oasis,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0112746
1341,Hedd Wyn (1992),Hedd Wyn,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0104403
1342,"Convent, The (Convento, O) (1995)",The Convent,1995,14-Jun-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112716
1343,Lotto Land (1995),Lotto Land,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113695
1344,"Story of Xinghua, The (1993)",The Story of Xinghua,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0108227
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",The Day the Sun Turned Cold,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0111424
1346,Dingo (1992),Dingo,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0103428
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",The Ballad of Narayama,1958,01-Jan-1958,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0051980
1348,Every Other Weekend (1990),Every Other Weekend,1990,01-Jan-1990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt6111598
1349,Mille bolle blu (1993),Mille bolle blu,1993,01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0107575
1350,Crows and Sparrows (1949),Crows and Sparrows,1949,01-Jan-1949,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0042054
1351,Lover's Knot (1996),Lover's Knot,1996,12-Jul-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116934
1352,Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels,1976,01-Jan-1976,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0075169
1353,1-900 (1994),1-900,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0109001
1354,Venice/Venice (1992),Venice/Venice,1992,01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0105729
1355,Infinity (1996),Infinity,1996,04-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116635
1356,Ed's Next Move (1996),Ed's Next Move,1996,04-Oct-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0116167
1357,For the Moment (1994),For the Moment,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,tt0110665
1358,The Deadly Cure (1996),The Deadly Cure,1996,16-Sep-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0645145
1359,Boys in Venice (1996),Boys in Venice,1996,24-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0205258
1360,"Sexual Life of the Belgians, The (1994)",The Sexual Life of the Belgians,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0111622
1361,"Search for One-eye Jimmy, The (1996)",The Search for One-eye Jimmy,1996,01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0117577
1362,American Strays (1996),American Strays,1996,13-Sep-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115531
1363,"Leopard Son, The (1996)",The Leopard Son,1996,27-Sep-1996,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0116859
1364,Bird of Prey (1996),Bird of Prey,1996,04-Oct-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0115684
1365,Johnny 100 Pesos (1993),Johnny 100 Pesos,1993,01-Jan-1993,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt4440776
1366,JLG/JLG - autoportrait de décembre (1994),JLG/JLG - autoportrait de décembre,1994,01-Jan-1994,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,tt0110173
1367,Faust (1994),Faust,1994,01-Jan-1994,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0111959
1368,Mina Tannenbaum (1994),Mina Tannenbaum,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110521
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",The Forbidden Christ,1950,01-Jan-1950,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0042354
1370,I Can't Sleep (J'ai pas sommeil) (1994),I Can't Sleep,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt0110171
1371,"Machine, The (1994)",The Machine,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,tt0109575
1372,"Stranger, The (1994)",The Stranger,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110809
1373,Good Morning (1971),Good Morning,1971,4-Feb-1971,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0067152
1374,Falling in Love Again (1980),Falling in Love Again,1980,01-Jan-1980,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0080714
1375,"Cement Garden, The (1993)",The Cement Garden,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106535
1376,Meet Wally Sparks (1997),Meet Wally Sparks,1997,31-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0119644
1377,Hotel de Love (1996),Hotel de Love,1996,07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0116565
1378,Rhyme & Reason (1997),Rhyme & Reason,1997,05-Mar-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0120014
1379,Love and Other Catastrophes (1996),Love and Other Catastrophes,1996,28-Mar-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0116931
1380,Hollow Reed (1996),Hollow Reed,1996,02-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0113314
1381,Losing Chase (1996),Losing Chase,1996,01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116920
1382,"Bonheur, Le (1965)",Le Bonheur,1965,16-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0058985
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",The Second Jungle Book: Mowgli & Baloo,1997,16-May-1997,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0120087
1384,Squeeze (1996),Squeeze,1996,13-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0115680
1385,Roseanna's Grave (For Roseanna) (1997),Roseanna's Grave,1997,20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120034
1386,Tetsuo II: Body Hammer (1992),Tetsuo II: Body Hammer,1992,20-Jun-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0105569
1387,Fall (1997),Fall,1997,27-Jun-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0119098
1388,Gabbeh (1996),Gabbeh,1996,27-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116384
1389,Mondo (1996),Mondo,1996,27-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118163
1390,"Innocent Sleep, The (1995)",The Innocent Sleep,1995,27-Jun-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0113425
1391,For Ever Mozart (1996),For Ever Mozart,1996,04-Jul-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116334
1392,"Locusts, The (1997)",The Locusts,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119557
1393,Stag (1997),Stag,1997,01-Jan-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120192
1394,Swept from the Sea (1997),Swept from the Sea,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120257
1395,Hurricane Streets (1998),Hurricane Streets,1998,01-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119338
1396,Stonewall (1995),Stonewall,1995,26-Jul-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114550
1397,Of Human Bondage (1934),Of Human Bondage,1934,01-Jan-1934,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0025586
1398,Anna (1996),Anna,1996,13-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt2661954
1399,Stranger in the House (1997),Stranger in the House,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0120222
1400,Picture Bride (1995),Picture Bride,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0114129
1401,M. Butterfly (1993),M. Butterfly,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107468
1402,"Ciao, Professore! (1993)",Professore! Ciao,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107225
1403,Caro Diario (Dear Diary) (1994),Caro Diario,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109382
1404,Withnail and I (1987),Withnail and I,1987,01-Jan-1987,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0094336
1405,Boy's Life 2 (1997),Boy's Life 2,1997,07-Mar-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0118762
1406,When Night Is Falling (1995),When Night Is Falling,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0114916
1407,"Specialist, The (1994)",The Specialist,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0111255
1408,Gordy (1995),Gordy,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113199
1409,"Swan Princess, The (1994)",The Swan Princess,1994,01-Jan-1994,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0149215
1410,Harlem (1993),Harlem,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107079
1411,Barbarella (1968),Barbarella,1968,01-Jan-1968,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0062711
1412,Land Before Time III: The Time of the Great Giving (1995) (V),Land Before Time III: The Time of the Great Giving,1995,01-Jan-1995,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0113596
1413,Street Fighter (1994),Street Fighter,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0111301
1414,Coldblooded (1995),Coldblooded,1995,01-Jan-1995,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112702
1415,"Next Karate Kid, The (1994)",The Next Karate Kid,1994,01-Jan-1994,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110657
1416,No Escape (1994),No Escape,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0110678
1417,"Turning, The (1992)",The Turning,1992,02-May-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0105660
1418,"Joy Luck Club, The (1993)",The Joy Luck Club,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt1929928
1419,Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer,1994,01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt6855528
1420,Gilligan's Island: The Movie (1998),Gilligan's Island: The Movie,1998,01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0078155
1421,My Crazy Life (Mi vida loca) (1993),My Crazy Life,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107566
1422,Suture (1993),Suture,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,tt0108260
1423,"Walking Dead, The (1995)",The Walking Dead,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,tt7221066
1424,I Like It Like That (1994),I Like It Like That,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0110091
1425,I'll Do Anything (1994),I'll Do Anything,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110097
1426,Grace of My Heart (1996),Grace of My Heart,1996,13-Sep-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0116442
1427,Drunks (1995),Drunks,1995,01-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0112907
1428,SubUrbia (1997),SubUrbia,1997,07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt6173150
1429,Sliding Doors (1998),Sliding Doors,1998,01-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0120148
1430,Ill Gotten Gains (1997),Ill Gotten Gains,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119352
1431,Legal Deceit (1997),Legal Deceit,1997,01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0130073
1432,"Mighty, The (1998)",The Mighty,1998,09-Oct-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0120751
1433,Men of Means (1998),Men of Means,1998,01-Jan-1997,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0119655
1434,Shooting Fish (1997),Shooting Fish,1997,16-Jan-1998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tt0120122
1435,"Steal Big, Steal Little (1995)",Steal Little Steal Big,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0114536
1436,Mr. Jones (1993),Mr. Jones,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0107611
1437,House Party 3 (1994),House Party 3,1994,01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0110064
1438,Panther (1995),Panther,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0114084
1439,Jason's Lyric (1994),Jason's Lyric,1994,01-Jan-1994,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0110186
1440,Above the Rim (1994),Above the Rim,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109035
1441,Moonlight and Valentino (1995),Moonlight and Valentino,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tt0113851
1442,"Scarlet Letter, The (1995)",The Scarlet Letter,1995,01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt4368688
1443,8 Seconds (1994),8 Seconds,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0109021
1444,That Darn Cat! (1965),That Darn Cat!,1965,01-Jan-1965,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,tt0059793
1445,Ladybird Ladybird (1994),Ladybird Ladybird,1994,01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0110296
1446,"Bye Bye, Love (1995)",Love Bye Bye,1995,01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0112606
1447,Century (1993),Century,1993,01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0106537
1448,My Favorite Season (1993),My Favorite Season,1993,19-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0107471
1449,Pather Panchali (1955),Pather Panchali,1955,22-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0048473
